64293151d99b54f25a4abb1e,Alderaan,cGxhbmV0czoy,Alderaan
64293151d99b54f25a4abb20,Aleen,cGxhbmV0czozOA==,Aleen Minor
64293151d99b54f25a4abb38,Bespin,cGxhbmV0czo2,Bespin
,,cGxhbmV0czoyNg==,Bestine IV
64293151d99b54f25a4abb47,Cato Neimoidia,cGxhbmV0czoxOA==,Cato Neimoidia
,,cGxhbmV0czo0Mw==,Cerea
,,cGxhbmV0czo1MA==,Champala
,,cGxhbmV0czozMg==,Chandrila
64293151d99b54f25a4abb50,Concord Dawn,cGxhbmV0czo1Mw==,Concord Dawn
64293151d99b54f25a4abb52,Corellia,cGxhbmV0czoyMg==,Corellia
64293151d99b54f25a4abb54,Coruscant,cGxhbmV0czo5,Coruscant
64293151d99b54f25a4abb5c,Dagobah,cGxhbmV0czo1,Dagobah
64293151d99b54f25a4abb5f,Dantooine,cGxhbmV0czoyNQ==,Dantooine
64293151d99b54f25a4abb62,Dathomir,cGxhbmV0czozNg==,Dathomir
,,cGxhbmV0czo0OQ==,Dorin
64293151d99b54f25a4abb6f,Endor,cGxhbmV0czo3,Endor
64293151d99b54f25a4abb71,Eriadu,cGxhbmV0czoyMQ==,Eriadu
64293151d99b54f25a4abb75,Felucia,cGxhbmV0czoxNw==,Felucia
64293151d99b54f25a4abb83,Geonosis,cGxhbmV0czoxMQ==,Geonosis
,,cGxhbmV0czo0NA==,Glee Anselm
,,cGxhbmV0czo0Mg==,Haruun Kal
64293151d99b54f25a4abb8b,Hoth,cGxhbmV0czo0,Hoth
,,cGxhbmV0czo0Nw==,Iktotch
,,cGxhbmV0czo0NQ==,Iridonia
,,cGxhbmV0czo1OQ==,Kalee
64293151d99b54f25a4abba3,Kamino,cGxhbmV0czoxMA==,Kamino
64293151d99b54f25a4abba5,Kashyyyk,cGxhbmV0czoxNA==,Kashyyyk
64293151d99b54f25a4abbc3,Malastare,cGxhbmV0czozNQ==,Malastare
,,cGxhbmV0czo1MQ==,Mirial
64293151d99b54f25a4abbcb,Mon Cala,cGxhbmV0czozMQ==,Mon Cala
64293151d99b54f25a4abbd8,Mustafar,cGxhbmV0czoxMw==,Mustafar
,,cGxhbmV0czo1Nw==,Muunilinst
64293151d99b54f25a4abbd9,Mygeeto,cGxhbmV0czoxNg==,Mygeeto
64293151d99b54f25a4abbdb,Naboo,cGxhbmV0czo4,Naboo
64293151d99b54f25a4abbdc,Nal Hutta,cGxhbmV0czoyNA==,Nal Hutta
,,cGxhbmV0czo1NQ==,Ojom
64293151d99b54f25a4abbf2,Ord Mantell,cGxhbmV0czoyNw==,Ord Mantell
64293151d99b54f25a4abbfc,Polis Massa,cGxhbmV0czoxNQ==,Polis Massa
,,cGxhbmV0czo0OA==,Quermia
64293151d99b54f25a4abc0b,Rodia,cGxhbmV0czoyMw==,Rodia
64293151d99b54f25a4abc0e,Ryloth,cGxhbmV0czozNw==,Ryloth
64293151d99b54f25a4abc0f,Saleucami,cGxhbmV0czoxOQ==,Saleucami
64293151d99b54f25a4abc17,Serenno,cGxhbmV0czo1Mg==,Serenno
,,cGxhbmV0czo1OA==,Shili
,,cGxhbmV0czo1Ng==,Skako
,,cGxhbmV0czozMA==,Socorro
,,cGxhbmV0czoyMA==,Stewjon
,,cGxhbmV0czozMw==,Sullust
64293151d99b54f25a4abc29,Tatooine,cGxhbmV0czox,Tatooine
,,cGxhbmV0czo0Ng==,Tholoth
64293151d99b54f25a4abc3d,Toydaria,cGxhbmV0czozNA==,Toydaria
,,cGxhbmV0czoyOQ==,Trandosha
,,cGxhbmV0czo0MA==,Troiken
,,cGxhbmV0czo0MQ==,Tund
64293151d99b54f25a4abc41,Umbara,cGxhbmV0czo2MA==,Umbara
64293151d99b54f25a4abc42,Utapau,cGxhbmV0czoxMg==,Utapau
,,cGxhbmV0czozOQ==,Vulpter
64293151d99b54f25a4abc53,Yavin 4,cGxhbmV0czoz,Yavin IV
,,cGxhbmV0czo1NA==,Zolan