6429291f021f17e13fbc1d3d,AAT Battle Tank,dmVoaWNsZXM6MzU=,Armored Assault Tank
6429291f021f17e13fbc1d44,AT-AT Walker (All Terrain Armored Transport),dmVoaWNsZXM6MTg=,AT-AT
6429291f021f17e13fbc1d49,AT-RT Walker,dmVoaWNsZXM6NzY=,AT-RT
6429291f021f17e13fbc1d4a,AT-ST Walker,dmVoaWNsZXM6MTk=,AT-ST
6429291f021f17e13fbc1d4b,AT-TE Walker,dmVoaWNsZXM6NTM=,AT-TE
6429291f021f17e13fbc1d68,Desert Skiff ,dmVoaWNsZXM6MjU=,Bantha-II cargo skiff
6429291f021f17e13fbc1e28,Trade Federation Landing Ship ,dmVoaWNsZXM6Mzc=,C-9979 landing craft
6429291f021f17e13fbc1da4,Juggernaut Transport Vehicle ,dmVoaWNsZXM6NzE=,Clone turbo tank
,NR-N99 Persuader-class Tank Droid,dmVoaWNsZXM6NzI=,Corporate Alliance tank droid
6429291f021f17e13fbc1d69,Droid Gunship,dmVoaWNsZXM6NzM=,Droid gunship
,,dmVoaWNsZXM6Njc=,Droid tri-fighter
,,dmVoaWNsZXM6NjI=,Emergency Firespeeder
,,dmVoaWNsZXM6NTU=,Flitknot speeder
6429291f021f17e13fbc1d87,Geonosian Fighter ,dmVoaWNsZXM6NTc=,Geonosian starfighter
6429291f021f17e13fbc1dfa,Speeder Bike,dmVoaWNsZXM6MzA=,Imperial Speeder Bike
,,dmVoaWNsZXM6NDU=,Koro-2 Exodrive airspeeder
,,dmVoaWNsZXM6NTE=,LAAT/c
,,dmVoaWNsZXM6NTA=,LAAT/i
6429291f021f17e13fbc1dbf,MTT,dmVoaWNsZXM6MzQ=,Multi-Troop Transport
6429291f021f17e13fbc1dc4,Neimoidian Escort Shuttle ,dmVoaWNsZXM6NTY=,Neimoidian shuttle
6429291f021f17e13fbc1e3a,Wookiee Catamaran ,dmVoaWNsZXM6Njk=,Oevvaor jet catamaran
,,dmVoaWNsZXM6NzA=,Raddaugh Gnasp fluttercraft
,The Khetanna (Jabba's Sail Barge),dmVoaWNsZXM6MjQ=,Sail barge
6429291f021f17e13fbc1de9,Sandcrawler,dmVoaWNsZXM6NA==,Sand Crawler
6429291f021f17e13fbc1dfb,STAP,dmVoaWNsZXM6MzY=,Single Trooper Aerial Platform
6429291f021f17e13fbc1df4,Sith Speeder,dmVoaWNsZXM6NDI=,Sith speeder
6429291f021f17e13fbc1df7,Snowspeeder,dmVoaWNsZXM6MTQ=,Snowspeeder
,Self-Propelled Heavy Artillery Turbolaser (SPHA-T),dmVoaWNsZXM6NTQ=,SPHA
6429291f021f17e13fbc1d59,Cloud Car,dmVoaWNsZXM6MjA=,Storm IV Twin-Pod cloud car
6429291f021f17e13fbc1e03,T-16 Skyhopper,dmVoaWNsZXM6Ng==,T-16 skyhopper
6429291f021f17e13fbc1e1e,TIE Bomber,dmVoaWNsZXM6MTY=,TIE bomber
6429291f021f17e13fbc1e24,TIE Interceptor,dmVoaWNsZXM6MjY=,TIE/IN interceptor
6429291f021f17e13fbc1e23,TIE Fighter,dmVoaWNsZXM6OA==,TIE/LN starfighter
6429291f021f17e13fbc1d8d,Gungan Bongo Submarine,dmVoaWNsZXM6Mzg=,Tribubble bongo
6429291f021f17e13fbc1d86,General Grievousâ€™ TSMEU-6 Wheel Bike,dmVoaWNsZXM6NjA=,Tsmeu-6 personal wheel bike
6429291f021f17e13fbc1e3b,X-34 Landspeeder,dmVoaWNsZXM6Nw==,X-34 landspeeder
6429291f021f17e13fbc1e3d,XJ-6 Airspeeder,dmVoaWNsZXM6NDY=,XJ-6 airspeeder
,,dmVoaWNsZXM6NDQ=,Zephyr-G swoop bike